City Abreviation,City,State,(City),Site Type,"Site Type (1 = District, 2 = State)",Year,"Yearnum ""1=1995, 13=2019""",Analysis Weight,Analysis Stratum,"PSU ""Analysis primary sampling unit""",Record ID,"age ""1= 10 years, 7=16+ years old""","sex ""1=Female 2= Male""","grade ""1=6th, 3=8th grade""","race4 ""4-level race variable""","q6 ""Bicycle helmet use""","q7 ""Rollerblading helmet use""","q8 ""Seat belt use""",NA10,"q10  ""Weapon Carrying""",NA11,"q11 ""Physical Fighting""","q13 ""Electronic Bullying""","q14 ""Suicide consideration""","q15 ""Suicide plan""","q16 ""Attempted suicide""","q17 ""Ever cigarette use""","q18 ""Initiation of cigarette use""","q19 ""Current cigarette use""","q20 ""Smoked >10 cigarettes""","q21 ""Electronic vapor product use""","q22 ""Current electronic vapor use""","q23 ""EVP from store""","q24 ""Current smokeless tobacco use""","q25 ""Current cigar use""","q26 ""Ever alcohol use""","q27 ""Initiation of alcohol use""","q28 ""Ever marijuana use""","q29 ""Initiation of marijuana use""","q30 ""Ever prescription pain medicine use""","q31 ""Ever cocaine use""","q32 ""Ever inhalant use""","q33 ""Ever steriod use""","q34 ""Ever sexual intercourse""","q35 ""Sex before 11 years""","q36 ""Multiple sex partners""","q37 ""Condom use""","q38 ""Perception of weight""","q39 ""Weight loss""","q40 ""Breakfast eating""","q41 ""Physical activity >= 5 days""","q42 ""Television watching""","q43 ""Computer use""","q44 ""PE attendance""","q45 ""Sports team participation""","q46 ""Concussion""","q47 ""Asthma""","q48 ""Hours of sleep on school night""","q49 ""Grades in school""","qn6 ""Never or rarely wore a bicycle helmet""","qn7 ""Never or rarely wore a helmet when rollerblading or skateboarding""","qn8 ""Never or rarely wore a seat belt""","qn9 ""Rode with a driver who had been drinking alcohol""","qn10 ""Carried a weapon""","qn11 ""Were in a physical fight""","qn12 ""Were bullied on school property""","qn13 ""Were electronically bullied""","qn14 ""Seriously thought about killing themselves""","qn15 ""Made a plan about how they would kill themselves""","qn16 ""Tried to kill themselves""","qn17 ""Ever tried cigarette smoking""","qn18 ""Tried cigarette smoking for the first time before age 11 years""","  qn19 ""Currently smoked cigarettes""","qn20 ""Smoked more than 10 cigarettes per day""","qn21 ""Ever used an electronic vapor product""","qn22 ""Currently used an electronic vapor product""","qn23 ""Usually got their own electronic vapor products by buying them in a store""","qn24 ""Currently used smokeless tobacco""","qn25 ""Currently smoked cigars""","qn26 ""Ever drank alcohol""","qn27 ""Drank alcohol for the first time before age 11 years""","qn28 ""Ever used marijuana""","qn29 ""Tried marijuana for the first time before age 11 years""","qn30 ""Ever took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to use it""","qn31 ""Ever used cocaine"" qn32 ""Ever used inhalants""","qn33 ""Ever took steriods without a doctor's prescription""","qn34 ""Ever had sexual intercourse""","qn35 ""Had sexual intercourse for the first time before age 11 years""","qn36 ""Had sexual intercourse with three or more persons""","qn37 ""Used a condom during last sexual intercourse""","qn38 ""Described themselves as slightly or very overweight"" qn39 ""Were trying to lose weight""","qn40 ""Did not eat breakfast"" qn41 ""Were physically active at least 60 minutes per day on 5 or more days""","qn42 ""Watched television 3 or more hours per day""","qn43 ""Played video or computer games or used a computer 3 or more hours per day""","qn44 ""Attended physical education classes on 1 or more days""","qn45 ""Played on at least one sports team""","qn46 ""Had a concussion from playing a sport or being active""","qn47 ""Had ever been told by a doctor or nurse that they had asthma""","qn48 ""Had 8 or more hours of sleep""","qn49 ""Made mostly A's or B's in school"""
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,32.0043,2,1,110505,3,2,2,1,11,222,22,11521,1,2222,2,4 2    1,NA,2,1,1,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,34.0167,2,2,110514,5,1,3,1,22,222,22,12121,1,2222,2,1 1    2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,2,2,2,2,1,2,2,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,25.0965,5,2,110523,4,1,2,4,22,121,22,11516,1,2222,2,2 3    1,1,2,2,2,2,1,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,1,2,NA,2,2,2,2,2,2,NA,2,2,2,1,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,40.9197,26,1,110550,5,2,2,2,21,222,22,12121,1,2221,2,1 2    1,1,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,15.7423,5,1,110559,5,1,2,4,21,122,12,11421,1,2222,2,1 2    NA,NA,2,2,2,1,1,2,2,1,2,1,NA,2,NA,NA,NA,NA,NA,2,1,1,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,17.4355,26,2,110568,4,1,2,4,22,222,22,11721,1,2222,2,2 1    2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,1,1,2,2,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,35.5062,34,2,110586,3,1,2,3,21,122,22,12121,1,2222,2,2 2    NA,1,2,2,2,1,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,2,2,2,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,34.9138,3,2,110595,4,2,2,1,22,222,22,12121,1,2122,2,1 2    NA,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,1,2,2,2,2,NA,2,2,2,2,2,1,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,53.4563,21,3,110604,5,2,3,2,21,121,12,12121,1,2222,2,2 1    NA,NA,2,2,2,1,1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,1,1,2,1,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,28.2259,35,3,110613,5,1,3,3,22,121,22,12121,1,222,2,2 1    1,1,2,2,2,2,1,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,2,2,NA,NA,1,1,2,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,24.8664,13,1,110631,3,1,1,3,22,222,22,1  21,1,222,2,2 1    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,2,2,2,NA,NA,NA,NA,1,1,2,2,1,2,2,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,24.8664,13,1,110640,2,1,1,3,22,222,22,12121,1,2222,2,1 2    NA,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,NA,2,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,NA,NA,2                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,53.488,13,2,110649,5,1,3,2,21,222,22,1  21,1,2221,2,1 1    NA,NA,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,52.2321,13,1,110658,2,2,1,2,2,122,22,12121,1,2222,2,1 2    NA,NA,2,2,2,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,NA,2,2,2,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,NA,1,2,2                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,31.0078,21,3,110667,4,1,3,3,22,212,22,12121,1,2222,2,1 2    NA,NA,2,2,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,2,1,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,30.2795,3,2,110676,3,1,2,1,22,122,22,12121,1,2222,2,2,NA,2,2,2,2,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,NA                 2,,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,47.7594,25,1,110685,2,2,1,1,22,222,22,12121,1,2222,2,3 2    2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,59.3915,34,2,110694,3,1,2,2,21,221,11,12121,1,2122,2,1 1    NA,1,2,2,2,1,2,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,1,2,2,2,2,NA,2,1,2,2,1,1,1,2,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,41.2467,3,3,110712,3,2,1,1,12,222,22,12121,1,2222,2,1 2    1,NA,2,2,1,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,1,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,24.1643,3,4,110739,7,1,3,3,11,222,22,11721,1,2222,2,2 2    1,1,2,2,1,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,NA,2,1,2,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,20.3489,24,2,110748,4,1,3,3,22,222,22,12121,1,2222,2,1 3    2,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,2,2,2,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,41.9702,2,3,110757,3,1,1,1,22,222,22,12121,1,2222,2,4 2    2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,35.059,2,2,110766,5,2,3,1,21,222,22,11721,1,2222,2,4 2    1,NA,2,2,2,1,2,2,2,2,2,1,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,1,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,44.4666,18,1,110775,3,1,1,2,21,222,22,12121,1,2222,2,1 2    1,NA,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,2,2,2,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,1,2,2                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,40.9275,8,1,110793,4,2,3,2,22,222,22,12121,1,2222,2,2 2    2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,1,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,32.0043,2,1,110802,3,2,2,1,12,122,22,12121,1,1222,1,3 2    2,NA,2,2,1,2,1,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,2,2,2,2,2,NA,2,1,2,2,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,23.0031,8,2,110811,4,1,3,3,22,212,22,12121,1,2222,2,4 2    1,1,2,1,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,1,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,45.3837,30,2,110820,5,1,3,2,22,221,12,12121,1,212,2,3 2    1,NA,2,2,2,2,2,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,1,2,NA,NA,NA,NA,2,2,2,2,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,24.257,30,2,110829,5,2,3,4,22,122,22,1  21,1,2122,2,1 1    NA,NA,2,1,2,2,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,2,1,2,2,2,2,NA,2,1,2,2,2,2,2,2,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,46.7743,30,2,110838,6,2,3,2,11,122,22,1 221,1,121,1,1,NA,2,1,1,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,NA,1,2,1,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,1,2,2                 2,,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,26.0566,10,1,110847,5,2,3,3,21,222,22,11721,1,2222,2,3 2    1,NA,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,38.3206,18,3,110856,2,1,1,1,21,212,22,11521,1,2222,2,2 2    1,1,2,2,2,1,2,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,1,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,64.7224,16,1,110883,3,2,1,2,22,222,22,121,1,2222,2,4 2    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,2,2,2,2,2,NA,1,1,2,1,1,1,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,26.106,18,3,110892,2,2,1,4,22,222,22,12121,1,2222,2,1 2    2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,42.4454,32,1,110901,2,1,1,2,22,121,22,12121,1,2222,2,1 1    1,NA,2,2,2,2,1,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,1,2,1,1,2,2,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,53.3008,32,1,110910,4,2,1,2,21,222,22,1  21,1,222,2,3 2    1,1,1,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,2,2,2,NA,NA,NA,NA,1,1,NA,1,1,2,NA,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,NA,2,2,NA                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,25.7954,15,2,110928,3,2,1,3,21,222,22,11321,1,2222,2,4 2    1,1,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,1,2,2,NA,2,2,2,2,2,2,NA,1,1,2,1,2,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,50.6143,22,2,110937,4,1,2,1,22,222,22,12121,1,2222,2,2 2    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,32.2443,15,1,110955,3,2,1,3,12,222,22,12121,1,2222,2,4 1    1,NA,2,2,1,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,NA,NA,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,NA                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,52.9477,22,2,110964,3,1,2,NA,22,221,12,12121,1,2222,2,2 2    1,NA,2,2,2,2,2,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,2,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,50.6143,22,1,110973,3,1,2,1,22,112,22,12121,1,2222,2,2 2    1,NA,2,2,2,2,1,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,25.6773,15,1,110982,3,1,1,3,22,222,22,12121,1,2222,2,1 3    NA,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,2,2,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,31.6539,22,1,110991,4,1,2,3,22,222,22,12121,1,2122,2,3 2    1,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,1,2,2,2,2,NA,2,2,2,2,1,1,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,19.0944,14,1,111000,3,1,2,3,12,122,22,12121,1,2122,2,2 1    2,NA,2,1,1,2,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,1,2,2,2,2,NA,1,1,1,2,2,1,2,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,30.5318,14,1,111009,3,1,2,1,22,111,11,11316,1,2222,2,4 2    NA,1,2,2,2,2,1,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA,2,1,1,1,2,NA,2,2,2,2,2,2,NA,1,1,1,2,2,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,31.9394,14,1,111036,4,1,2,2,22,222,22,12121,1,2222,2,3 2    2,2,NA,NA,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,1,2,2                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
